price,is_weekend_holiday,hour,day_of_week,month,is_dst
56.65,False,1,0,10,False
52.25,False,2,0,10,False
50.43,False,3,0,10,False
48.25,False,4,0,10,False
50.43,False,5,0,10,False
57.16,False,6,0,10,False
63.57,False,7,0,10,False
65.18,False,8,0,10,False
66.78,False,9,0,10,False
65.97,False,10,0,10,False
69.89,False,11,0,10,False
70.0,False,12,0,10,False
69.64,False,13,0,10,False
70.46,False,14,0,10,False
71.86,False,15,0,10,False
73.47,False,16,0,10,False
74.25,False,17,0,10,False
75.14,False,18,0,10,False
78.89,False,19,0,10,False
75.57,False,20,0,10,False
70.46,False,21,0,10,False
71.07,False,23,0,10,False
70.46,False,0,1,10,False
69.64,False,1,1,10,False
68.95,False,2,1,10,False
66.8,False,3,1,10,False
66.48,False,4,1,10,False
73.36,False,5,1,10,False
76.11,False,6,1,10,False
76.34,False,7,1,10,False
76.56,False,8,1,10,False
76.44,False,9,1,10,False
75.68,False,10,1,10,False
74.51,False,11,1,10,False
74.57,False,12,1,10,False
71.79,False,13,1,10,False
72.41,False,14,1,10,False
74.04,False,15,1,10,False
75.45,False,16,1,10,False
75.25,False,17,1,10,False
75.57,False,18,1,10,False
78.78,False,19,1,10,False
76.71,False,20,1,10,False
73.36,False,21,1,10,False
70.15,False,23,1,10,False
70.08,False,0,2,10,False
68.95,False,1,2,10,False
66.89,False,2,2,10,False
64.93,False,3,2,10,False
63.76,False,4,2,10,False
73.6,False,5,2,10,False
75.56,False,6,2,10,False
75.89,False,7,2,10,False
76.03,False,8,2,10,False
75.57,False,9,2,10,False
75.0,False,10,2,10,False
75.09,False,11,2,10,False
74.51,False,12,2,10,False
72.25,False,13,2,10,False
71.84,False,14,2,10,False
73.36,False,15,2,10,False
73.65,False,16,2,10,False
73.08,False,17,2,10,False
74.51,False,18,2,10,False
76.61,False,19,2,10,False
75.57,False,20,2,10,False
70.0,False,21,2,10,False
65.94,False,23,2,10,False
61.33,False,0,3,10,False
57.37,False,1,3,10,False
55.95,False,2,3,10,False
54.5,False,3,3,10,False
54.09,False,4,3,10,False
61.06,False,5,3,10,False
70.42,False,6,3,10,False
71.46,False,7,3,10,False
71.2,False,8,3,10,False
71.2,False,9,3,10,False
71.1,False,10,3,10,False
70.15,False,11,3,10,False
68.95,False,12,3,10,False
64.16,False,13,3,10,False
62.53,False,14,3,10,False
62.53,False,15,3,10,False
70.5,False,16,3,10,False
70.0,False,17,3,10,False
71.01,False,18,3,10,False
74.1,False,19,3,10,False
66.22,False,20,3,10,False
62.07,False,21,3,10,False
54.12,False,23,3,10,False
52.51,False,0,4,10,False
50.63,False,1,4,10,False
49.94,False,2,4,10,False
50.22,False,3,4,10,False
52.25,False,4,4,10,False
57.16,False,5,4,10,False
69.17,False,6,4,10,False
70.0,False,7,4,10,False
70.11,False,8,4,10,False
70.11,False,9,4,10,False
70.0,False,10,4,10,False
69.4,False,11,4,10,False
63.5,False,12,4,10,False
60.91,False,13,4,10,False
60.92,False,14,4,10,False
62.17,False,15,4,10,False
68.95,False,16,4,10,False
68.95,False,17,4,10,False
70.0,False,18,4,10,False
73.19,False,19,4,10,False
68.95,False,20,4,10,False
60.43,False,21,4,10,False
64.75,False,23,4,10,False
56.55,True,0,5,10,False
53.01,True,1,5,10,False
52.55,True,2,5,10,False
52.46,True,3,5,10,False
51.2,True,4,5,10,False
52.4,True,5,5,10,False
56.03,True,6,5,10,False
60.0,True,7,5,10,False
67.26,True,8,5,10,False
66.48,True,9,5,10,False
61.78,True,10,5,10,False
59.21,True,11,5,10,False
57.35,True,12,5,10,False
55.01,True,13,5,10,False
53.05,True,14,5,10,False
55.11,True,15,5,10,False
61.24,True,16,5,10,False
68.4,True,17,5,10,False
70.01,True,18,5,10,False
71.69,True,19,5,10,False
64.75,True,20,5,10,False
60.01,True,21,5,10,False
55.0,True,23,5,10,False
54.01,True,0,6,10,False
51.53,True,1,6,10,False
50.5,True,2,6,10,False
50.33,True,3,6,10,False
50.5,True,4,6,10,False
52.02,True,5,6,10,False
56.03,True,6,6,10,False
59.0,True,7,6,10,False
61.03,True,8,6,10,False
60.94,True,9,6,10,False
60.79,True,10,6,10,False
61.0,True,11,6,10,False
65.92,True,12,6,10,False
66.16,True,13,6,10,False
60.0,True,14,6,10,False
58.64,True,15,6,10,False
60.99,True,16,6,10,False
68.95,True,17,6,10,False
72.82,True,18,6,10,False
72.5,True,19,6,10,False
71.01,True,20,6,10,False
69.69,True,21,6,10,False
60.59,True,23,6,10,False
56.55,False,0,0,10,False
54.64,False,1,0,10,False
54.08,False,2,0,10,False
53.55,False,3,0,10,False
53.55,False,4,0,10,False
60.0,False,5,0,10,False
71.31,False,6,0,10,False
72.89,False,7,0,10,False
72.82,False,8,0,10,False
71.15,False,9,0,10,False
70.17,False,10,0,10,False
68.37,False,11,0,10,False
62.17,False,12,0,10,False
58.79,False,13,0,10,False
58.0,False,14,0,10,False
57.88,False,15,0,10,False
66.54,False,16,0,10,False
68.17,False,17,0,10,False
70.03,False,18,0,10,False
72.82,False,19,0,10,False
67.55,False,20,0,10,False
59.72,False,21,0,10,False
54.23,False,23,0,10,False
52.9,False,0,1,10,False
50.14,False,1,1,10,False
49.14,False,2,1,10,False
49.0,False,3,1,10,False
50.0,False,4,1,10,False
54.4,False,5,1,10,False
68.64,False,6,1,10,False
70.0,False,7,1,10,False
70.46,False,8,1,10,False
70.46,False,9,1,10,False
70.01,False,10,1,10,False
68.89,False,11,1,10,False
64.96,False,12,1,10,False
60.85,False,13,1,10,False
58.99,False,14,1,10,False
59.25,False,15,1,10,False
64.26,False,16,1,10,False
70.99,False,17,1,10,False
73.41,False,18,1,10,False
75.45,False,19,1,10,False
70.46,False,20,1,10,False
67.64,False,21,1,10,False
58.64,False,23,1,10,False
58.08,False,0,2,10,False
55.11,False,1,2,10,False
55.0,False,2,2,10,False
54.23,False,3,2,10,False
54.31,False,4,2,10,False
58.0,False,5,2,10,False
70.46,False,6,2,10,False
73.34,False,7,2,10,False
73.36,False,8,2,10,False
73.36,False,9,2,10,False
71.51,False,10,2,10,False
70.67,False,11,2,10,False
70.0,False,12,2,10,False
67.0,False,13,2,10,False
64.2,False,14,2,10,False
64.93,False,15,2,10,False
67.85,False,16,2,10,False
69.17,False,17,2,10,False
72.24,False,18,2,10,False
75.0,False,19,2,10,False
73.36,False,20,2,10,False
68.62,False,21,2,10,False
65.2,False,23,2,10,False
64.75,False,0,3,10,False
60.19,False,1,3,10,False
59.87,False,2,3,10,False
59.85,False,3,3,10,False
62.01,False,4,3,10,False
68.94,False,5,3,10,False
73.45,False,6,3,10,False
74.75,False,7,3,10,False
75.36,False,8,3,10,False
75.18,False,9,3,10,False
74.07,False,10,3,10,False
74.25,False,11,3,10,False
74.05,False,12,3,10,False
72.82,False,13,3,10,False
70.15,False,14,3,10,False
70.0,False,15,3,10,False
74.15,False,16,3,10,False
74.67,False,17,3,10,False
75.75,False,18,3,10,False
78.05,False,19,3,10,False
75.75,False,20,3,10,False
72.39,False,21,3,10,False
72.82,False,23,3,10,False
70.46,False,0,4,10,False
69.39,False,1,4,10,False
67.08,False,2,4,10,False
65.41,False,3,4,10,False
65.18,False,4,4,10,False
70.22,False,5,4,10,False
75.01,False,6,4,10,False
76.01,False,7,4,10,False
77.06,False,8,4,10,False
77.14,False,9,4,10,False
77.01,False,10,4,10,False
76.82,False,11,4,10,False
74.23,False,12,4,10,False
70.46,False,13,4,10,False
69.36,False,14,4,10,False
68.01,False,15,4,10,False
69.64,False,16,4,10,False
70.15,False,17,4,10,False
71.78,False,18,4,10,False
73.65,False,19,4,10,False
68.2,False,20,4,10,False
66.02,False,21,4,10,False
68.49,False,23,4,10,False
64.51,True,0,5,10,False
61.65,True,1,5,10,False
54.6,True,2,5,10,False
53.07,True,3,5,10,False
53.14,True,4,5,10,False
53.99,True,5,5,10,False
55.0,True,6,5,10,False
55.49,True,7,5,10,False
66.18,True,8,5,10,False
70.0,True,9,5,10,False
69.39,True,10,5,10,False
65.99,True,11,5,10,False
65.61,True,12,5,10,False
60.17,True,13,5,10,False
53.56,True,14,5,10,False
52.6,True,15,5,10,False
52.6,True,16,5,10,False
53.35,True,17,5,10,False
63.11,True,18,5,10,False
70.44,True,19,5,10,False
68.95,True,20,5,10,False
65.18,True,21,5,10,False
64.47,True,23,5,10,False
52.4,True,2,6,10,False
50.12,True,3,6,10,False
45.92,True,4,6,10,False
44.0,True,5,6,10,False
44.79,True,6,6,10,False
47.27,True,7,6,10,False
48.86,True,8,6,10,False
50.1,True,9,6,10,False
51.1,True,10,6,10,False
50.1,True,11,6,10,False
50.62,True,12,6,10,False
52.6,True,13,6,10,False
51.9,True,14,6,10,False
49.68,True,15,6,10,False
46.99,True,16,6,10,False
47.36,True,17,6,10,False
54.92,True,18,6,10,False
65.02,True,19,6,10,False
69.14,True,20,6,10,False
70.0,True,21,6,10,False
70.0,True,22,6,10,False
51.75,False,0,0,10,False
48.0,False,1,0,10,False
42.92,False,2,0,10,False
36.33,False,3,0,10,False
36.66,False,4,0,10,False
47.62,False,5,0,10,False
53.31,False,6,0,10,False
65.5,False,7,0,10,False
68.69,False,8,0,10,False
69.1,False,9,0,10,False
66.87,False,10,0,10,False
64.01,False,11,0,10,False
61.41,False,12,0,10,False
63.97,False,13,0,10,False
57.05,False,14,0,10,False
56.01,False,15,0,10,False
58.07,False,16,0,10,False
65.86,False,17,0,10,False
69.64,False,18,0,10,False
73.36,False,19,0,10,False
75.57,False,20,0,10,False
73.0,False,21,0,10,False
69.39,False,22,0,10,False
54.08,False,0,1,10,False
53.13,False,1,1,10,False
52.9,False,2,1,10,False
52.52,False,3,1,10,False
53.0,False,4,1,10,False
55.49,False,5,1,10,False
59.2,False,6,1,10,False
67.9,False,7,1,10,False
69.69,False,8,1,10,False
70.4,False,9,1,10,False
70.42,False,10,1,10,False
70.25,False,11,1,10,False
70.45,False,12,1,10,False
70.2,False,13,1,10,False
69.43,False,14,1,10,False
67.81,False,15,1,10,False
67.89,False,16,1,10,False
69.72,False,17,1,10,False
70.09,False,18,1,10,False
72.1,False,19,1,10,False
74.28,False,20,1,10,False
73.01,False,21,1,10,False
70.29,False,22,1,10,False
65.55,False,0,2,10,False
60.77,False,1,2,10,False
59.57,False,2,2,10,False
56.16,False,3,2,10,False
55.49,False,4,2,10,False
57.05,False,5,2,10,False
68.68,False,6,2,10,False
71.07,False,7,2,10,False
71.7,False,8,2,10,False
72.98,False,9,2,10,False
73.1,False,10,2,10,False
71.9,False,11,2,10,False
71.9,False,12,2,10,False
72.1,False,13,2,10,False
71.61,False,14,2,10,False
71.18,False,15,2,10,False
71.22,False,16,2,10,False
72.59,False,17,2,10,False
73.0,False,18,2,10,False
74.81,False,19,2,10,False
75.93,False,20,2,10,False
70.13,False,21,2,10,False
67.89,False,22,2,10,False
71.61,False,0,3,11,False
68.71,False,1,3,11,False
67.64,False,2,3,11,False
66.53,False,3,3,11,False
62.45,False,4,3,11,False
59.2,False,5,3,11,False
59.2,False,6,3,11,False
59.52,False,7,3,11,False
59.2,False,8,3,11,False
64.18,False,9,3,11,False
64.99,False,10,3,11,False
64.46,False,11,3,11,False
62.88,False,12,3,11,False
63.28,False,13,3,11,False
58.36,False,14,3,11,False
54.69,False,15,3,11,False
54.49,False,16,3,11,False
62.99,False,17,3,11,False
70.69,False,18,3,11,False
71.28,False,19,3,11,False
71.07,False,20,3,11,False
69.8,False,21,3,11,False
67.64,False,22,3,11,False
56.86,False,0,4,11,False
54.24,False,1,4,11,False
49.55,False,2,4,11,False
48.9,False,3,4,11,False
48.1,False,4,4,11,False
51.15,False,5,4,11,False
60.18,False,6,4,11,False
67.2,False,7,4,11,False
68.4,False,8,4,11,False
70.07,False,9,4,11,False
70.71,False,10,4,11,False
69.8,False,11,4,11,False
68.4,False,12,4,11,False
67.2,False,13,4,11,False
64.2,False,14,4,11,False
65.82,False,15,4,11,False
65.85,False,16,4,11,False
67.64,False,17,4,11,False
70.69,False,18,4,11,False
72.5,False,19,4,11,False
71.42,False,20,4,11,False
67.23,False,21,4,11,False
67.89,False,22,4,11,False
65.21,True,0,5,11,False
56.27,True,1,5,11,False
54.94,True,2,5,11,False
54.13,True,3,5,11,False
53.74,True,4,5,11,False
53.74,True,5,5,11,False
54.24,True,6,5,11,False
57.0,True,7,5,11,False
61.5,True,8,5,11,False
65.03,True,9,5,11,False
64.45,True,10,5,11,False
66.58,True,11,5,11,False
67.13,True,12,5,11,False
67.21,True,13,5,11,False
66.26,True,14,5,11,False
63.08,True,15,5,11,False
62.18,True,16,5,11,False
70.0,True,17,5,11,False
75.0,True,18,5,11,False
75.56,True,19,5,11,False
72.69,True,20,5,11,False
71.96,True,21,5,11,False
69.36,True,22,5,11,False
69.94,True,0,6,11,False
67.2,True,1,6,11,False
63.93,True,2,6,11,False
58.0,True,3,6,11,False
54.94,True,4,6,11,False
54.79,True,5,6,11,False
54.84,True,6,6,11,False
54.94,True,7,6,11,False
54.99,True,8,6,11,False
58.61,True,9,6,11,False
62.5,True,10,6,11,False
62.8,True,11,6,11,False
58.97,True,12,6,11,False
56.42,True,13,6,11,False
54.99,True,14,6,11,False
52.3,True,15,6,11,False
52.3,True,16,6,11,False
62.99,True,17,6,11,False
67.17,True,18,6,11,False
68.68,True,19,6,11,False
64.28,True,20,6,11,False
64.18,True,21,6,11,False
60.5,True,22,6,11,False
50.77,False,0,0,11,False
46.61,False,1,0,11,False
44.56,False,2,0,11,False
41.92,False,3,0,11,False
41.07,False,4,0,11,False
46.17,False,5,0,11,False
54.22,False,6,0,11,False
67.64,False,7,0,11,False
69.0,False,8,0,11,False
70.02,False,9,0,11,False
68.68,False,10,0,11,False
68.31,False,11,0,11,False
66.07,False,12,0,11,False
67.2,False,13,0,11,False
66.0,False,14,0,11,False
64.62,False,15,0,11,False
63.8,False,16,0,11,False
67.2,False,17,0,11,False
70.0,False,18,0,11,False
72.43,False,19,0,11,False
69.21,False,20,0,11,False
64.18,False,21,0,11,False
62.03,False,22,0,11,False
51.0,False,0,1,11,False
48.94,False,1,1,11,False
44.82,False,2,1,11,False
43.53,False,3,1,11,False
43.93,False,4,1,11,False
48.18,False,5,1,11,False
52.3,False,6,1,11,False
64.43,False,7,1,11,False
67.32,False,8,1,11,False
68.25,False,9,1,11,False
65.44,False,10,1,11,False
63.86,False,11,1,11,False
60.73,False,12,1,11,False
62.41,False,13,1,11,False
63.14,False,14,1,11,False
64.0,False,15,1,11,False
65.2,False,16,1,11,False
67.64,False,17,1,11,False
69.87,False,18,1,11,False
71.61,False,19,1,11,False
67.2,False,20,1,11,False
59.9,False,21,1,11,False
55.22,False,22,1,11,False
44.65,False,0,2,11,False
43.6,False,1,2,11,False
41.59,False,2,2,11,False
40.64,False,3,2,11,False
39.37,False,4,2,11,False
43.77,False,5,2,11,False
50.79,False,6,2,11,False
61.99,False,7,2,11,False
64.18,False,8,2,11,False
63.01,False,9,2,11,False
61.56,False,10,2,11,False
61.06,False,11,2,11,False
60.0,False,12,2,11,False
62.1,False,13,2,11,False
62.94,False,14,2,11,False
65.61,False,15,2,11,False
67.7,False,16,2,11,False
70.99,False,17,2,11,False
73.57,False,18,2,11,False
73.09,False,19,2,11,False
73.9,False,20,2,11,False
73.0,False,21,2,11,False
70.03,False,22,2,11,False
65.0,False,0,3,11,False
62.76,False,1,3,11,False
55.86,False,2,3,11,False
53.34,False,3,3,11,False
51.4,False,4,3,11,False
50.98,False,5,3,11,False
57.11,False,6,3,11,False
67.0,False,7,3,11,False
68.4,False,8,3,11,False
68.59,False,9,3,11,False
67.71,False,10,3,11,False
65.51,False,11,3,11,False
64.82,False,12,3,11,False
63.93,False,13,3,11,False
62.64,False,14,3,11,False
63.0,False,15,3,11,False
63.92,False,16,3,11,False
65.2,False,17,3,11,False
68.25,False,18,3,11,False
70.01,False,19,3,11,False
69.07,False,20,3,11,False
63.75,False,21,3,11,False
59.63,False,22,3,11,False
52.3,False,0,4,11,False
50.6,False,1,4,11,False
48.12,False,2,4,11,False
47.74,False,3,4,11,False
47.84,False,4,4,11,False
51.0,False,5,4,11,False
62.04,False,6,4,11,False
67.14,False,7,4,11,False
68.07,False,8,4,11,False
68.0,False,9,4,11,False
66.93,False,10,4,11,False
65.0,False,11,4,11,False
63.25,False,12,4,11,False
62.01,False,13,4,11,False
59.82,False,14,4,11,False
59.4,False,15,4,11,False
60.65,False,16,4,11,False
63.49,False,17,4,11,False
66.78,False,18,4,11,False
66.44,False,19,4,11,False
61.26,False,20,4,11,False
56.12,False,21,4,11,False
54.64,False,22,4,11,False
48.8,True,0,5,11,False
43.45,True,1,5,11,False
40.59,True,2,5,11,False
38.92,True,3,5,11,False
38.05,True,4,5,11,False
38.2,True,5,5,11,False
39.65,True,6,5,11,False
42.69,True,7,5,11,False
46.0,True,8,5,11,False
51.0,True,9,5,11,False
54.07,True,10,5,11,False
55.5,True,11,5,11,False
56.15,True,12,5,11,False
56.96,True,13,5,11,False
55.05,True,14,5,11,False
54.72,True,15,5,11,False
53.09,True,16,5,11,False
60.1,True,17,5,11,False
68.1,True,18,5,11,False
67.33,True,19,5,11,False
62.6,True,20,5,11,False
61.0,True,21,5,11,False
56.01,True,22,5,11,False
53.64,True,0,6,11,False
46.3,True,1,6,11,False
42.81,True,2,6,11,False
36.08,True,3,6,11,False
34.38,True,4,6,11,False
34.49,True,5,6,11,False
35.46,True,6,6,11,False
40.38,True,7,6,11,False
44.19,True,8,6,11,False
46.7,True,9,6,11,False
50.0,True,10,6,11,False
56.07,True,11,6,11,False
60.0,True,12,6,11,False
62.08,True,13,6,11,False
60.2,True,14,6,11,False
56.09,True,15,6,11,False
56.09,True,16,6,11,False
62.55,True,17,6,11,False
68.28,True,18,6,11,False
69.66,True,19,6,11,False
70.78,True,20,6,11,False
70.99,True,21,6,11,False
69.83,True,22,6,11,False
54.89,False,0,0,11,False
56.19,False,1,0,11,False
54.49,False,2,0,11,False
49.49,False,3,0,11,False
49.08,False,4,0,11,False
49.13,False,5,0,11,False
64.68,False,6,0,11,False
69.87,False,7,0,11,False
68.71,False,8,0,11,False
69.62,False,9,0,11,False
68.71,False,10,0,11,False
69.06,False,11,0,11,False
67.73,False,12,0,11,False
67.39,False,13,0,11,False
67.18,False,14,0,11,False
68.0,False,15,0,11,False
68.85,False,16,0,11,False
72.8,False,17,0,11,False
75.0,False,18,0,11,False
75.43,False,19,0,11,False
71.11,False,20,0,11,False
70.16,False,21,0,11,False
67.18,False,22,0,11,False
63.68,False,0,1,11,False
60.81,False,1,1,11,False
57.5,False,2,1,11,False
54.68,False,3,1,11,False
53.9,False,4,1,11,False
53.08,False,5,1,11,False
62.22,False,6,1,11,False
68.25,False,7,1,11,False
70.0,False,8,1,11,False
70.49,False,9,1,11,False
68.31,False,10,1,11,False
68.07,False,11,1,11,False
66.4,False,12,1,11,False
66.83,False,13,1,11,False
67.14,False,14,1,11,False
68.07,False,15,1,11,False
68.68,False,16,1,11,False
69.66,False,17,1,11,False
71.48,False,18,1,11,False
72.36,False,19,1,11,False
72.46,False,20,1,11,False
67.14,False,21,1,11,False
65.87,False,22,1,11,False
60.16,False,0,2,11,False
55.13,False,1,2,11,False
51.95,False,2,2,11,False
50.01,False,3,2,11,False
49.91,False,4,2,11,False
50.77,False,5,2,11,False
60.3,False,6,2,11,False
66.91,False,7,2,11,False
68.25,False,8,2,11,False
68.42,False,9,2,11,False
67.62,False,10,2,11,False
66.03,False,11,2,11,False
63.2,False,12,2,11,False
64.18,False,13,2,11,False
65.9,False,14,2,11,False
67.89,False,15,2,11,False
68.25,False,16,2,11,False
69.03,False,17,2,11,False
70.16,False,18,2,11,False
70.31,False,19,2,11,False
68.88,False,20,2,11,False
63.0,False,21,2,11,False
60.0,False,22,2,11,False
56.83,False,0,3,11,False
51.95,False,1,3,11,False
51.27,False,2,3,11,False
50.29,False,3,3,11,False
51.03,False,4,3,11,False
53.17,False,5,3,11,False
65.05,False,6,3,11,False
67.49,False,7,3,11,False
68.24,False,8,3,11,False
68.71,False,9,3,11,False
69.21,False,10,3,11,False
68.4,False,11,3,11,False
67.19,False,12,3,11,False
67.51,False,13,3,11,False
68.43,False,14,3,11,False
68.99,False,15,3,11,False
69.03,False,16,3,11,False
70.0,False,17,3,11,False
71.61,False,18,3,11,False
72.5,False,19,3,11,False
71.07,False,20,3,11,False
68.27,False,21,3,11,False
67.49,False,22,3,11,False
62.6,False,0,4,11,False
56.85,False,1,4,11,False
53.89,False,2,4,11,False
51.97,False,3,4,11,False
51.49,False,4,4,11,False
55.77,False,5,4,11,False
65.05,False,6,4,11,False
68.4,False,7,4,11,False
69.47,False,8,4,11,False
69.99,False,9,4,11,False
69.98,False,10,4,11,False
69.64,False,11,4,11,False
68.24,False,12,4,11,False
67.0,False,13,4,11,False
67.0,False,14,4,11,False
68.09,False,15,4,11,False
68.4,False,16,4,11,False
68.71,False,17,4,11,False
70.0,False,18,4,11,False
70.81,False,19,4,11,False
68.69,False,20,4,11,False
64.48,False,21,4,11,False
62.61,False,22,4,11,False
64.98,True,0,5,11,False
60.97,True,1,5,11,False
56.42,True,2,5,11,False
53.99,True,3,5,11,False
50.39,True,4,5,11,False
55.87,True,5,5,11,False
55.69,True,6,5,11,False
58.56,True,7,5,11,False
61.21,True,8,5,11,False
66.0,True,9,5,11,False
65.76,True,10,5,11,False
61.98,True,11,5,11,False
59.41,True,12,5,11,False
60.05,True,13,5,11,False
60.85,True,14,5,11,False
59.34,True,15,5,11,False
61.46,True,16,5,11,False
66.0,True,17,5,11,False
69.81,True,18,5,11,False
70.0,True,19,5,11,False
65.0,True,20,5,11,False
63.75,True,21,5,11,False
60.08,True,22,5,11,False
56.7,True,0,6,11,False
51.18,True,1,6,11,False
50.01,True,2,6,11,False
47.96,True,3,6,11,False
47.47,True,4,6,11,False
48.75,True,5,6,11,False
48.01,True,6,6,11,False
49.67,True,7,6,11,False
53.05,True,8,6,11,False
54.43,True,9,6,11,False
58.34,True,10,6,11,False
59.41,True,11,6,11,False
59.98,True,12,6,11,False
59.41,True,13,6,11,False
59.41,True,14,6,11,False
53.28,True,15,6,11,False
53.22,True,16,6,11,False
60.01,True,17,6,11,False
68.4,True,18,6,11,False
69.87,True,19,6,11,False
69.57,True,20,6,11,False
66.84,True,21,6,11,False
66.84,True,22,6,11,False
66.26,False,0,0,11,False
62.44,False,1,0,11,False
59.93,False,2,0,11,False
56.53,False,3,0,11,False
55.14,False,4,0,11,False
60.95,False,5,0,11,False
70.0,False,6,0,11,False
71.05,False,7,0,11,False
72.0,False,8,0,11,False
72.2,False,9,0,11,False
72.69,False,10,0,11,False
72.2,False,11,0,11,False
72.2,False,12,0,11,False
72.2,False,13,0,11,False
71.05,False,14,0,11,False
70.11,False,15,0,11,False
70.0,False,16,0,11,False
70.0,False,17,0,11,False
71.91,False,18,0,11,False
73.0,False,19,0,11,False
73.1,False,20,0,11,False
71.0,False,21,0,11,False
70.0,False,22,0,11,False
64.55,False,0,1,11,False
59.9,False,1,1,11,False
55.66,False,2,1,11,False
51.87,False,3,1,11,False
52.07,False,4,1,11,False
55.61,False,5,1,11,False
60.83,False,6,1,11,False
67.2,False,7,1,11,False
68.4,False,8,1,11,False
68.71,False,9,1,11,False
68.49,False,10,1,11,False
67.89,False,11,1,11,False
66.0,False,12,1,11,False
65.0,False,13,1,11,False
62.0,False,14,1,11,False
62.35,False,15,1,11,False
62.55,False,16,1,11,False
64.67,False,17,1,11,False
68.05,False,18,1,11,False
68.75,False,19,1,11,False
69.9,False,20,1,11,False
68.71,False,21,1,11,False
67.2,False,22,1,11,False
59.41,False,0,2,11,False
57.0,False,1,2,11,False
56.07,False,2,2,11,False
54.82,False,3,2,11,False
54.34,False,4,2,11,False
56.12,False,5,2,11,False
59.41,False,6,2,11,False
66.22,False,7,2,11,False
68.21,False,8,2,11,False
68.38,False,9,2,11,False
68.01,False,10,2,11,False
67.66,False,11,2,11,False
67.0,False,12,2,11,False
66.22,False,13,2,11,False
64.0,False,14,2,11,False
64.71,False,15,2,11,False
66.13,False,16,2,11,False
68.07,False,17,2,11,False
70.0,False,18,2,11,False
70.52,False,19,2,11,False
71.51,False,20,2,11,False
70.1,False,21,2,11,False
68.59,False,22,2,11,False
60.0,False,0,3,11,False
57.62,False,1,3,11,False
56.07,False,2,3,11,False
55.04,False,3,3,11,False
55.04,False,4,3,11,False
56.7,False,5,3,11,False
60.0,False,6,3,11,False
67.59,False,7,3,11,False
68.71,False,8,3,11,False
69.99,False,9,3,11,False
69.57,False,10,3,11,False
69.05,False,11,3,11,False
68.73,False,12,3,11,False
68.4,False,13,3,11,False
68.01,False,14,3,11,False
68.28,False,15,3,11,False
68.71,False,16,3,11,False
69.57,False,17,3,11,False
70.99,False,18,3,11,False
71.92,False,19,3,11,False
71.94,False,20,3,11,False
71.51,False,21,3,11,False
69.57,False,22,3,11,False
66.93,False,0,4,11,False
64.07,False,1,4,11,False
61.21,False,2,4,11,False
59.5,False,3,4,11,False
59.41,False,4,4,11,False
62.7,False,5,4,11,False
68.05,False,6,4,11,False
70.16,False,7,4,11,False
70.99,False,8,4,11,False
71.63,False,9,4,11,False
71.07,False,10,4,11,False
70.3,False,11,4,11,False
70.0,False,12,4,11,False
68.71,False,13,4,11,False
67.17,False,14,4,11,False
64.8,False,15,4,11,False
64.72,False,16,4,11,False
67.17,False,17,4,11,False
69.92,False,18,4,11,False
70.16,False,19,4,11,False
70.16,False,20,4,11,False
68.71,False,21,4,11,False
67.45,False,22,4,11,False
63.77,True,0,5,11,False
61.51,True,1,5,11,False
59.76,True,2,5,11,False
55.67,True,3,5,11,False
54.01,True,4,5,11,False
55.42,True,5,5,11,False
57.78,True,6,5,11,False
61.7,True,7,5,11,False
65.09,True,8,5,11,False
69.13,True,9,5,11,False
70.01,True,10,5,11,False
68.71,True,11,5,11,False
66.21,True,12,5,11,False
64.8,True,13,5,11,False
62.0,True,14,5,11,False
58.33,True,15,5,11,False
57.73,True,16,5,11,False
59.0,True,17,5,11,False
67.09,True,18,5,11,False
68.24,True,19,5,11,False
67.18,True,20,5,11,False
63.14,True,21,5,11,False
61.53,True,22,5,11,False
53.89,True,0,6,11,False
51.67,True,1,6,11,False
50.34,True,2,6,11,False
48.46,True,3,6,11,False
48.5,True,4,6,11,False
49.11,True,5,6,11,False
49.15,True,6,6,11,False
53.33,True,7,6,11,False
54.26,True,8,6,11,False
59.06,True,9,6,11,False
62.02,True,10,6,11,False
63.26,True,11,6,11,False
65.15,True,12,6,11,False
63.41,True,13,6,11,False
58.97,True,14,6,11,False
59.03,True,15,6,11,False
61.47,True,16,6,11,False
67.65,True,17,6,11,False
70.0,True,18,6,11,False
70.62,True,19,6,11,False
70.0,True,20,6,11,False
65.45,True,21,6,11,False
62.7,True,22,6,11,False
52.57,False,0,0,11,False
49.44,False,1,0,11,False
47.41,False,2,0,11,False
45.6,False,3,0,11,False
42.1,False,4,0,11,False
46.34,False,5,0,11,False
49.01,False,6,0,11,False
54.45,False,7,0,11,False
60.38,False,8,0,11,False
63.96,False,9,0,11,False
63.93,False,10,0,11,False
61.71,False,11,0,11,False
59.0,False,12,0,11,False
58.33,False,13,0,11,False
57.8,False,14,0,11,False
58.8,False,15,0,11,False
62.01,False,16,0,11,False
65.69,False,17,0,11,False
68.4,False,18,0,11,False
69.49,False,19,0,11,False
70.15,False,20,0,11,False
70.0,False,21,0,11,False
67.5,False,22,0,11,False
61.1,False,0,1,11,False
58.33,False,1,1,11,False
56.61,False,2,1,11,False
51.89,False,3,1,11,False
51.97,False,4,1,11,False
56.19,False,5,1,11,False
63.04,False,6,1,11,False
67.18,False,7,1,11,False
68.53,False,8,1,11,False
68.89,False,9,1,11,False
69.5,False,10,1,11,False
68.69,False,11,1,11,False
