Time,Value
0.0,1.2
0.1,1.1913371634596128
0.2,1.1829489807219953
0.30000000000000004,1.1748358818203488
0.4,1.166997619685129
0.5,1.159433253083377
0.6000000000000001,1.1521411412383764
0.7000000000000001,1.1451189501442816
0.8,1.1383636701633657
0.9,1.1318716441013763
1.0,1.125638604622351
1.1,1.1196597196053066
1.2000000000000002,1.1139296438713933
1.3,1.108442575623925
1.4000000000000001,1.1031923159408075
1.5,1.0981723297294037
1.6,1.093375806684079
1.7000000000000002,1.0887957209607597
1.8,1.0844248884846657
1.9000000000000001,1.0802560210218402
2.0,1.0762817763590844
2.1,1.0724948041399582
2.2,1.068887787088985
2.3000000000000003,1.065453477517175
2.4000000000000004,1.062184729137014
2.5,1.0590745243236546
2.6,1.0561159970422884
2.7,1.0533024517216847
2.8000000000000003,1.0506273783934488
2.9000000000000004,1.0480844644387821
3.0,1.0456676032925423
3.1,1.043370900451218
3.2,1.0411886771197596
3.3000000000000003,1.0391154718144333
3.4000000000000004,1.037146040217012
3.5,1.0352753535513355
3.6,1.0334985957278804
3.7,1.031811159476498
3.8000000000000003,1.0302086416626364
3.9000000000000004,1.0286868379587215
4.0,1.0272417370202527
4.1000000000000005,1.0258695142957945
4.2,1.0245665255815202
4.3,1.0233293004142796
4.4,1.022154535382307
4.5,1.0210390874195414
4.6000000000000005,1.0199799671380156
4.7,1.018974332242729
4.800000000000001,1.0180194810647376
4.9,1.0171128462407357
5.0,1.0162519885610124
5.1000000000000005,1.0154345910022637
5.2,1.0146584529571587
5.300000000000001,1.013921484668731
5.4,1.0132217018744727
5.5,1.0125572206623754
5.6000000000000005,1.0119262525389983
5.7,1.0113270997078954
5.800000000000001,1.0107581505553296
5.9,1.0102178753390914
6.0,1.0097048220753815
6.1000000000000005,1.0092176126180665
6.2,1.0087549389241381
6.300000000000001,1.0083155594988806
6.4,1.0078982960140361
6.5,1.0075020300921507
6.6000000000000005,1.0071257002502487
6.7,1.006768298996019
6.800000000000001,1.0064288700697814
6.9,1.0061065058256295
7.0,1.0058003447452988
7.1000000000000005,1.005509569078497
7.2,1.0052334026036307
7.300000000000001,1.0049711085030701
7.4,1.0047219873473192
7.5,1.0044853751826772
7.6000000000000005,1.0042606417172062
7.7,1.0040471886000417
7.800000000000001,1.0038444477893056
7.9,1.0036518800040997
8.0,1.003468973256268
8.1,1.0032952414578264
8.200000000000001,1.0031302231001524
8.3,1.002973480001226
8.4,1.0028245961173958
8.5,1.0026831764163209
8.6,1.0025488458079126
8.700000000000001,1.002421248130259
8.8,1.0023000451876753
8.9,1.0021849158381673
9.0,1.0020755551277365
9.1,1.0019716734690942
9.200000000000001,1.001872995862472
9.3,1.001779261156342
9.4,1.0016902213459777
9.5,1.0016056409078837
9.600000000000001,1.0015252961682428
9.700000000000001,1.001448974703611
9.8,1.0013764747721947
9.9,1.001307604774125
10.0,1.0012421827392333
10.100000000000001,1.0011800358409066
10.200000000000001,1.0011209999346775
10.3,1.0010649191202747
10.4,1.0010116453259255
10.5,1.000961037913767
10.600000000000001,1.000912963305281
10.700000000000001,1.0008672946257233
10.8,1.000823911366577
10.9,1.0007826990651008
11.0,1.0007435490001046
11.100000000000001,1.0007063579031157
11.200000000000001,1.0006710276841524
11.3,1.0006374651713608
11.4,1.0006055818638038
11.5,1.0005752936967358
11.600000000000001,1.000546520818725
11.700000000000001,1.0005191873800203
11.8,1.000493221331594
11.9,1.000468554234313
12.0,1.0004451210777292
12.100000000000001,1.000422860107997
12.200000000000001,1.0004017126644587
12.3,1.0003816230244544
12.4,1.0003625382559445
12.5,1.000344408077545
12.600000000000001,1.000327184725604
12.700000000000001,1.0003108228279607
12.8,1.0002952792840523
12.9,1.0002805131510435
13.0,1.0002664855356802
13.100000000000001,1.0002531594915745
13.200000000000001,1.0002404999216472
13.3,1.0002284734854707
13.4,1.000217048511262
13.5,1.0002061949122927
13.600000000000001,1.000195884107495
13.700000000000001,1.0001860889460497
13.8,1.0001767836357582
13.9,1.0001679436750068
14.0,1.0001595457881425
